"","ccode","Year","country","eu","oecd","Debt.GDP","pop65","pop015","unempl","system","yrcurnt","allhouse","legelec","pluralty","pr","checks","fri","DeltaGDP","deltaMFP","deltaLP","healthexp","GDP","taxrev","taxrevnoss","CO2em","FDI","deltaGDP","GINI","inflation","poverty","unemployment","POP","openc","open1","familyexp","polconiii","polconv","ideology","maj","herftot","lDebt.GDP","raegov","raetot","Gdebtgdpr","edpdeficit","deficit","primbaltot2"
"1",0,1980,"Euro 11",1,1,26.9262866880875,NA,NA,NA,1.89816252746846,2.09613777569311,0.226217989722381,0.307360671411854,0.630171898764317,0.80743973079953,5.04787629108706,NA,NA,NA,NA,19.4201844309243,466224.221038889,5.66375043477602,20.9392921865921,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507388630897518,1.67693831557558,NA,NA,2.84732827840767,0.514354956933908,NA,NA,0.257389029105971,NA,NA,NA,-1.9266192660443,-1.92337985447176
"2",0,1981,"Euro 11",1,1,29.1432733845209,13.4669167213048,20.9360716922832,7.4445197600699,1.8976628566784,1.89274787668347,0.226599331647505,0.322424341358244,0.630454727791672,0.807230220608173,4.61842858943777,NA,NA,NA,NA,NA,512513.339358714,5.71525864271373,21.1416188016817,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534699103543915,NA,NA,NA,3.2428677776,0.546931663702285,NA,26.9104481614298,0.320633460654198,NA,NA,NA,-3.55654546246052,-3.57280290391813
"3",0,1982,"Euro 11",1,1,32.0705409145267,13.3819110734598,20.4056545997552,8.77202571914222,1.89728884252985,2.0934311888515,0.22727502432713,0.193335436966401,0.630572154920616,0.806679331658737,4.7128080738499,NA,NA,NA,NA,NA,546064.732936118,5.76836730946651,21.4895620595283,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530841435644114,NA,NA,NA,3.31298308934152,0.570683257976455,NA,29.1352066528487,0.295316834924265,NA,NA,NA,-3.0360342096778,-3.03495825457474
"4",0,1983,"Euro 11",1,1,35.1365481937972,13.2855254230499,19.907776269361,9.79613863917421,1.96590751089621,1.34655837325073,0.228160236378375,0.543824426676223,0.630661123034798,0.805932252725413,4.39991155975684,NA,NA,NA,NA,NA,574988.797408392,5.91265637770821,22.0814443034382,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527631693520366,NA,NA,NA,3.00577875557985,0.578020104571488,NA,32.0656379411683,0.338359579346375,NA,NA,NA,-2.19076995668543,-2.18000181215439
"5",0,1984,"Euro 11",1,1,37.9176553219699,13.17337068661,19.4370881070081,10.3664355115996,1.96578616925653,2.71612841298036,0.229117251793598,0,0.63065125158307,0.805096578949874,4.22086091778068,NA,NA,NA,NA,NA,610766.951798066,6.01115726982219,22.2672898506917,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557310277116683,NA,NA,NA,3.00832817897048,0.590817955824783,NA,35.1358276358288,0.375001511877508,NA,NA,NA,-1.86210080504553,-1.83091866056563
"6",0,1985,"Euro 11",1,1,42.3461510815394,13.2844055787372,19.0382072643607,10.6258377757892,1.96570893008213,1.61117332244438,0.0342910699178668,0.102919190984525,0.630755986906592,0.804300084220453,4.2192719499445,NA,NA,NA,NA,21.8595681761806,643154.287969958,5.96494503221539,22.3618885140131,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560619929184518,1.49713735666837,NA,NA,3.01040223090536,0.59092252186089,NA,37.9147690692002,0.374639362691121,NA,NA,NA,-1.87378577227818,-1.84695839510345
"7",0,1986,"Euro 11",1,1,44.4761864988222,13.5828504286602,18.6206598506412,10.4994908002973,1.96566973931376,0.926144412344387,0.0343302606862424,0.405385846421303,0.631145719842306,0.803607468079826,4.1844697738589,NA,NA,NA,NA,NA,673596.961672029,6.13070606187875,22.8141446358669,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49445893153835,NA,NA,NA,2.58425794066553,0.579301914882565,NA,42.3324408127025,0.356056560987529,NA,NA,NA,-1.50306233551971,-1.49870503879143
"8",0,1987,"Euro 11",1,1,46.7084969634839,13.8899872550655,18.2318069830372,10.4362863950398,2,1.48436335487931,0.0343626185322121,0.559439267867428,0.631606544515605,0.802956222986189,6.68134514885355,NA,NA,NA,NA,NA,709513.429755361,6.36368199252269,23.2133652204077,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48998905261193,NA,NA,NA,2.57166192194098,0.543079577802594,NA,44.4584249622754,0.435693735013476,NA,NA,NA,-1.12335198026566,-1.1031566334043
"9",0,1988,"Euro 11",1,1,47.8504676173384,14.1634702888658,17.8156696888415,10.0990932414506,2,2.33550759006702,0.0343810257028626,0.197541136948089,0.63222001649374,0.802458863051911,6.78413008009974,NA,NA,NA,NA,NA,764772.482742815,6.37134264226957,23.2377163368169,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500413883246176,NA,NA,NA,2.99990577315364,0.542307416849863,NA,46.6797199889704,0.422174760381746,NA,NA,NA,-0.845860830479921,-0.825230765344164
"10",0,1989,"Euro 11",1,1,47.7893570544251,14.3171025851176,17.74753276015,9.35970541998149,2,2.23645934681979,0,0.229357099791125,0.633121034142649,0.802229612216973,5.40300765941643,NA,NA,NA,NA,NA,825689.222146469,6.25334712455345,23.4613859387294,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527709891992753,NA,NA,NA,2.99913138113585,0.54436937080753,NA,47.7987177565488,0.316187368049588,NA,NA,NA,-0.000230981710332048,0.00838111062845587
"11",0,1990,"Euro 11",1,1,49.5350005258636,14.3743680931712,17.7330969619678,8.62219416018265,2,1.76267330260366,0,0.295776835963724,0.633976541578593,0.802130699005015,5.41622093610641,-0.339846856882899,NA,NA,NA,21.5944632598268,891498.559345339,6.32218296394905,23.3540716181561,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519897782257033,1.47469531611327,0.494253515732738,0.811213119992998,2.97975963952057,0.539826397129236,NA,47.7367527535175,0.316409195507823,NA,NA,NA,-0.619178029298344,-0.613765897149638
"12",0,1991,"Euro 11",1,1,50.2224611598197,14.3620453171161,17.9255350623094,8.89700364798031,2,1.94785568856014,0,0.135385474256973,0.634619381427811,0.802096631848502,5.14635689576883,-0.338645861851957,NA,NA,NA,22.5591720639009,952361.387246985,6.2956032869163,23.7341817776195,8.84774412134137,NA,NA,NA,NA,NA,8.78020739473617,NA,NA,0.517775608208279,1.60568580720445,0.494341411388316,0.823382463373154,2.9618265938139,0.562890735058467,NA,49.4980004757633,0.329207144715399,NA,NA,NA,-0.69955821313158,-0.696107624546093
"13",0,1992,"Euro 11",1,1,52.274770688085,14.7273650864391,17.6996840603239,9.62368129916398,2,1.26310178528515,0,0.203002212703483,0.635276897304635,0.80217965229468,5.2130301872148,-0.309221262290329,NA,NA,NA,23.6337667687649,989672.698716928,6.31431481668657,24.3546661164447,8.59256969428713,NA,NA,NA,4.87958788570073,NA,9.35560892652769,NA,NA,0.506329721877848,1.64346783845045,0.502024605597361,0.824903333815503,2.9607075404177,0.558939883810657,NA,50.1788842472396,0.327834372358306,NA,NA,NA,-0.341420341430276,-0.338242158068936
"14",0,1993,"Euro 11",1,1,57.1420323916779,14.9684271334227,17.5355825851635,10.9279034774394,2,1.42937628764269,0.0350469544212789,0.364083214344349,0.635859598207425,0.802201181283648,5.24289236572113,-0.215873952012729,NA,NA,NA,24.5010914286011,1002783.81969772,6.28153448240376,24.3594723550142,8.35792318817173,NA,NA,NA,4.16975987646809,NA,10.934069614056,NA,NA,0.492147911876695,1.68832084899112,0.451573498901153,0.818333498435999,2.57621907401288,0.553162298517492,NA,52.2330372089327,0.321596853064336,NA,NA,NA,-1.03342136032327,-1.03342659684415
"15",0,1994,"Euro 11",1,1,60.416082841801,15.2005318695134,17.3177894038009,11.6463909279327,2,1.41129969273772,0.22498644635327,0.539464262778093,0.826018996483603,0.802005971095604,4.5399087713823,-0.0823255030646528,NA,NA,NA,24.2378433363047,1047634.56646392,6.62933829167822,24.2348907587924,8.3215180113714,NA,NA,NA,3.36621775261557,NA,11.8039635229304,NA,NA,0.518813321275856,1.6625068272477,0.434910554772296,0.816117201207949,2.45640931093101,0.614861884705624,NA,57.1175166444363,0.411267625985561,NA,NA,NA,-0.496517880569195,-0.498910024259416
"16",0,1995,"Euro 11",1,1,61.8163615794155,15.4903664303133,17.1168846511025,11.3777417335432,2,2.67889873287086,0.224636709886804,0.110600293457548,0.825922799363922,0.801739804531702,4.5838170398693,-0.0562941770664417,NA,NA,NA,24.1882900105625,1092004.97339554,6.4294616043174,24.1273818923552,8.51018070666908,NA,NA,NA,3.13561223571102,NA,11.4815386074417,NA,NA,0.548217996500599,1.64950558564147,0.40649100092872,0.810028643511504,2.71442666804913,0.587850158683154,NA,60.389382440006,0.308313179544956,NA,74.7630307935679,NA,-2.21090770263512,-2.2079535878651
"17",0,1996,"Euro 11",1,1,63.2347768316893,15.7389786119956,16.9014519139381,11.5442668814726,2,1.51878008510095,0.224313937730505,0.35537178757072,0.825825489264621,0.801483352883141,4.58414575117884,-0.0556258404433865,NA,NA,1.23007100262428,24.7835742214872,1126126.99681417,6.53217606306212,24.5056832821219,8.66282243073579,NA,NA,NA,2.65645995201246,NA,11.7448612790478,NA,NA,0.553877731079544,1.63783415296168,0.435888940188553,0.813927292198509,2.70774943293961,0.588068986584551,NA,61.7941638034677,0.310328198961397,NA,76.1814676525069,NA,0.670550384706803,0.673164243345602
